"","ppID","runIdx","trialIdx","trialCode","trialOnset","trialDuration","timestamp","X","Y","bin","interval","gapfill","Xf","Yf","frameTime","frameStep","Xa","Ya","AV","lMax","AVf","fixation","cluster","inROI","roiValid"
"1","pilot",1,72,1,249.668495,3.000925747,0,1015.599976,551.9000244,1,NA,1,1015.599976,532.5999756,0,NA,74.0455908419676,55.6675899765631,NA,NA,NA,NA,0,1,1
"2","pilot",1,72,1,249.668495,3.000925747,0.017473225,1009.200012,532.5999756,9,0.017473225,1,1012.399994,532.8499756,0.008319513,0.008319513,73.8122858365786,55.6937200894653,0,0,0,1,1,1,1
"3","pilot",1,72,1,249.668495,3.000925747,0.034112251,1016.099976,526.2999878,17,0.016639026,1,1015.599976,532.5999756,0.016639026,0.008319513,74.0455908419676,55.6675899765631,0.528665284518667,0,0.528665284518667,1,1,1,1
"4","pilot",1,72,1,249.668495,3.000925747,0.050789284,1007.099976,533.0999756,26,0.016677033,1,1016.099976,528.5,0.033316059,0.016677033,74.0820449541139,55.2390586752659,0.798702396149466,1,0.798702396149466,1,1,1,1
"5","pilot",1,72,1,249.668495,3.000925747,0.067456608,1024.699951,528.5,34,0.016667324,1,1021.799988,526.2999878,0.049983383,0.016667324,74.4976227074816,55.009112406577,0.684182289973567,0,0.684182289973567,1,1,1,1
"6","pilot",1,72,1,249.668495,3.000925747,0.084107563,1021.799988,523.2999878,42,0.016650955,1,1021.799988,523.2999878,0.066634338,0.016650955,74.4976227074816,54.6955510517505,0.459886161630322,0,0.459886161630322,1,1,1,1
"7","pilot",1,72,1,249.668495,3.000925747,0.100793473,1022.799988,520.5,51,0.01668591,1,1021.799988,521.9000244,0.083320248,0.01668591,74.4976227074816,54.5492262449466,0.361041121382187,0,0.361041121382187,1,1,1,1
"8","pilot",1,72,1,249.668495,3.000925747,0.117455526,1012.099976,521.9000244,59,0.016662053,1,1018.900024,520.5,0.099982301,0.016662053,74.2861914817286,54.4028950623953,0.275399820483625,0,0.275399820483625,1,1,1,1
"9","pilot",1,72,1,249.668495,3.000925747,0.134104817,1018.900024,514.0999756,67,0.016649291,1,1018.599976,520.5,0.116631592,0.016649291,74.2643155148459,54.4028950623953,0.147957334775719,0,0.147957334775719,1,1,1,1
"10","pilot",1,72,1,249.668495,3.000925747,0.150804598,1015.299988,518.9000244,76,0.016699781,1,1018.599976,521.9000244,0.133331373,0.016699781,74.2643155148459,54.5492262449466,0.135875311941973,0,0.135875311941973,1,1,1,1
