"","ppID","runIdx","trialIdx","trialCode","trialOnset","trialDuration","timestamp","X","Y","bin","interval","gapfill","Xf","Yf","frameTime","frameStep","Xa","Ya","AV","lMax","AVf","fixation","cluster","inROI","roiValid"
"1","pilot",1,1,3,0,3.015265526,0,800.5,541.5,1,NA,1,793.0999756,536.5,0,NA,57.8235109076569,56.0752222881365,NA,NA,NA,NA,0,1,1
"2","pilot",1,1,3,0,3.015265526,0.009219183,793.0999756,536.5,9,0.009219183,1,796.7999878,536.5499878,0.0082840035,0.0082840035,58.0932722270205,56.0804470355675,0.197130243701614,0,0.197130243701614,1,1,1,1
"3","pilot",1,1,3,0,3.015265526,0.02578719,792.7999878,529.0999756,17,0.016568007,1,795.7999878,536.5999756,0.016568007,0.0082840035,58.0203640027278,56.0856717829984,0.255232267380996,1,0.255232267380996,1,1,1,1
"4","pilot",1,1,3,0,3.015265526,0.042448132,800.5,536.5999756,25,0.016660942,1,793.2999878,536.5999756,0.033228949,0.016660942,57.8380934419958,56.0856717829984,0.11497632221824,0,0.11497632221824,1,1,1,1
"5","pilot",1,1,3,0,3.015265526,0.059112127,795.7999878,537.7000122,34,0.016663995,1,795.7999878,537.7000122,0.049892944,0.016663995,58.0203640027278,56.2006481052166,0.537384097146741,1,0.537384097146741,1,1,1,1
"6","pilot",1,1,3,0,3.015265526,0.075785276,793.2999878,541.2999878,42,0.016673149,1,800.5,537.7000122,0.066566093,0.016673149,58.3630335463842,56.2006481052166,0.507176669820117,0,0.507176669820117,1,1,1,1
"7","pilot",1,1,3,0,3.015265526,0.092443721,811.2000122,541.9000244,50,0.016658445,1,800.9000244,541,0.083224538,0.016658445,58.392198615062,56.5455643203763,0.388024655323164,0,0.388024655323164,1,1,1,1
"8","pilot",1,1,3,0,3.015265526,0.10911049,804.4000244,526.4000244,59,0.016666769,1,801.7999878,541.2999878,0.099891307,0.016666769,58.4578133484845,56.5769191807094,0.0656147334225068,0,0.0656147334225068,1,1,1,1
"9","pilot",1,1,3,0,3.015265526,0.125774207,800.9000244,541,67,0.016663717,1,801.7999878,541,0.116555024,0.016663717,58.4578133484845,56.5455643203763,0.0838833978999141,0,0.0838833978999141,1,1,1,1
"10","pilot",1,1,3,0,3.015265526,0.142663465,801.7999878,542.7000122,75,0.016889258,1,800.9000244,540.7999878,0.133444282,0.016889258,58.392198615062,56.524658954905,0.104187732201335,0,0.104187732201335,1,1,1,1
"11","pilot",1,1,3,0,3.015265526,0.159099143,788.0999756,525.2000122,83,0.016435678,1,800.4000244,540.7999878,0.14987996,0.016435678,58.3557445029156,56.524658954905,1.0040557705434,0,1.0040557705434,1,1,1,1
"12","pilot",1,1,3,0,3.015265526,0.175777009,793.5,540.7999878,92,0.016677866,1,800.4000244,531.2000122,0.166557826,0.016677866,58.3557445029156,55.5212651697592,1.69008290641075,1,1.69008290641075,-1,0,1,1
"13","pilot",1,1,3,0,3.015265526,0.192460145,800.4000244,531.2000122,100,0.016683136,1,794.2999878,525.2000122,0.183240962,0.016683136,57.9110016662886,54.8941424601063,0.0802017151630849,0,0.0802017151630849,1,2,1,1
"14","pilot",1,1,3,0,3.015265526,0.2091197,808.5999756,519,108,0.016659555,1,799.2999878,531.2000122,0.199900517,0.016659555,58.2755427877525,55.5212651697592,0.72537791681351,1,0.72537791681351,1,2,1,1
"15","pilot",1,1,3,0,3.015265526,0.225794791,794.2999878,515.5999756,117,0.016675091,1,799.2999878,531.2000122,0.216575608,0.016675091,58.2755427877525,55.5212651697592,0.261301129022073,0,0.261301129022073,1,2,1,1
"16","pilot",1,1,3,0,3.015265526,0.242452127,799.2999878,533.7000122,125,0.016657336,1,799.2999878,533.7000122,0.233232944,0.016657336,58.2755427877525,55.7825662987813,0.554073160230487,1,0.554073160230487,1,2,1,1
"17","pilot",1,1,3,0,3.015265526,0.259122779,783.2000122,544.0999756,133,0.016670652,1,796.4000244,536.0999756,0.249903596,0.016670652,58.0641116057444,56.033411557194,0.328064762498904,0,0.328064762498904,1,2,1,1
"18","pilot",1,1,3,0,3.015265526,0.275787329,805,536.0999756,141,0.01666455,1,796.4000244,536.0999756,0.266568146,0.01666455,58.0641116057444,56.033411557194,0,0,0,1,2,1,1
"19","pilot",1,1,3,0,3.015265526,0.292449381,796.4000244,538.5999756,150,0.016662052,1,796.4000244,536.0999756,0.283230198,0.016662052,58.0641116057444,56.033411557194,0,0,0,1,2,1,1
"20","pilot",1,1,3,0,3.015265526,0.309117814,778.4000244,523.4000244,158,0.016668433,1,796.4000244,536.0999756,0.299898631,0.016668433,58.0641116057444,56.033411557194,0.7316431612618,0,0.7316431612618,1,2,1,1
"21","pilot",1,1,3,0,3.015265526,0.325787079,803.5999756,525.4000244,166,0.016669265,1,796.4000244,529.0999756,0.316567896,0.016669265,58.0641116057444,55.3017683959322,0.900477184273606,0,0.900477184273606,1,2,1,1
"22","pilot",1,1,3,0,3.015265526,0.342452183,796.4000244,539.2999878,175,0.016665104,1,803.5999756,529.0999756,0.333233,0.016665104,58.5890472627312,55.3017683959322,1.51687817324943,0,1.51687817324943,-1,0,1,1
"23","pilot",1,1,3,0,3.015265526,0.359097312,811.2000122,529.0999756,183,0.016645129,1,811.2000122,539.2999878,0.349878129,0.016645129,59.1431524357975,56.3678782774917,3.54000459333019,0,3.54000459333019,-1,0,1,1
"24","pilot",1,1,3,0,3.015265526,0.375786274,849.9000244,543.5,191,0.016688962,1,849.9000244,539.2999878,0.366567091,0.016688962,61.9647016054091,56.3678782774917,12.7233671449378,0,12.7233671449378,-1,0,1,1
"25","pilot",1,1,3,0,3.015265526,0.392449436,985.5,552,199,0.016663162,1,985.5,533.2999878,0.383230253,0.016663162,71.8510550405517,55.7407555678388,14.6392605162913,1,14.6392605162913,-1,0,1,1
"26","pilot",1,1,3,0,3.015265526,0.409120643,1050.599976,533.2999878,208,0.016671207,1,1050.599976,543.5,0.39990146,0.016671207,76.5973786922155,56.8068654493983,4.8953316874888,0,4.8953316874888,-1,0,1,1
"27","pilot",1,1,3,0,3.015265526,0.425777425,1059.599976,527.4000244,216,0.016656782,1,1051,543.5999756,0.416558242,0.016656782,76.62654373173,56.8173149442602,0.175293220406806,0,0.175293220406806,1,3,1,1
"28","pilot",1,1,3,0,3.015265526,0.442442806,1051,543.5999756,224,0.016665381,1,1053,543.5999756,0.433223623,0.016665381,76.7723601803155,56.8173149442602,0.211435600246503,1,0.211435600246503,1,3,1,1
"29","pilot",1,1,3,0,3.015265526,0.459092652,1053,543.5999756,233,0.016649846,1,1053.900024,543.5999756,0.449873469,0.016649846,76.8379793319765,56.8173149442602,0,0,0,1,3,1,1
