ppID,runIdx,trialIdx,trialCode,clockCode,trialDuration,leftEyeX,leftEyeY,rightEyeX,rightEyeY,timestamp,interval,distance,leftValid,rightValid
999,1,4,1,1,2.000500035,0.472905859,0.379946246,0.484004236,0.352769852,655.729171,8331,68.8,0,0
999,1,4,1,1,2.000500035,0.4691265,0.362671625,0.483846825,0.346212866,655.737507,8336,68.8,0,0
999,1,4,1,1,2.000500035,0.469475276,0.361648534,0.486089482,0.336774032,655.745835,8328,68.8,0,0
999,1,4,1,1,2.000500035,0.471378953,0.385304347,0.481901953,0.352954978,655.75417,8335,68.9,0,0
999,1,4,1,1,2.000500035,0.472504129,0.370523184,0.481372811,0.368814608,655.762506,8336,68.9,0,0
999,1,4,1,1,2.000500035,0.470724967,0.370826203,0.481660058,0.346067203,655.770835,8329,68.9,0,0
999,1,4,1,1,2.000500035,0.47430697,0.351483155,0.483507719,0.347459365,655.779165,8330,68.9,0,0
999,1,4,1,1,2.000500035,0.4725433,0.379583207,0.485499459,0.350732711,655.787497,8332,68.9,0,0
999,1,4,1,1,2.000500035,0.473492337,0.381490421,0.480886213,0.34416148,655.795835,8338,68.9,0,0
999,1,4,1,1,2.000500035,0.472066254,0.365180683,0.480684264,0.355893044,655.804166,8331,68.9,0,0
999,1,4,1,1,2.000500035,0.474141444,0.357097379,0.488312634,0.355160202,655.812495,8329,69,0,0
999,1,4,1,1,2.000500035,0.472073665,0.360140063,0.481650505,0.362353734,655.820831,8336,69,0,0
999,1,4,1,1,2.000500035,0.425246541,0.401395514,0.444350088,0.340247203,655.829159,8328,69,0,0
999,1,4,1,1,2.000500035,0.383136362,0.468445623,0.392949152,0.445965165,655.837496,8337,69,0,0
999,1,4,1,1,2.000500035,0.348332508,0.442794182,0.363577483,0.425588268,655.845824,8328,69,0,0
999,1,4,1,1,2.000500035,0.345077582,0.489853089,0.355273424,0.47038376,655.854158,8334,69,0,0
999,1,4,1,1,2.000500035,0.355314551,0.494313347,0.363860657,0.435178098,655.86249,8332,69,0,0
999,1,4,1,1,2.000500035,0.353124347,0.520964368,0.360637267,0.423432572,655.870822,8332,69,0,0
999,1,4,1,1,2.000500035,0.353236548,0.538791855,0.355578524,0.421203541,655.879144,8322,69,0,0
999,1,4,1,1,2.000500035,0.351252765,0.521558888,0.356047742,0.440937486,655.887485,8341,69,0,0
999,1,4,1,1,2.000500035,0.349233996,0.526834297,0.357802065,0.434701002,655.895823,8338,69.1,0,0
999,1,4,1,1,2.000500035,0.351918459,0.528739714,0.354435082,0.469944188,655.904152,8329,69,0,0
999,1,4,1,1,2.000500035,0.350124157,0.538210871,0.35451113,0.459574666,655.912484,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.35163099,0.528717548,0.357045047,0.431949345,655.920817,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.350828435,0.510754123,0.357716787,0.436262449,655.929149,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.349488669,0.51968158,0.357566306,0.470982571,655.93748,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.351312989,0.527721198,0.358114965,0.435089672,655.945811,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.351300018,0.513727798,0.359530998,0.49071975,655.954145,8334,69.1,0,0
999,1,4,1,1,2.000500035,0.346457671,0.532063651,0.36128069,0.4058924,655.962478,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.353068545,0.524649791,0.359436227,0.461681208,655.970812,8334,69.1,0,0
999,1,4,1,1,2.000500035,0.350255182,0.537124304,0.360829665,0.411183104,655.979141,8329,69.1,0,0
999,1,4,1,1,2.000500035,0.349354391,0.531761485,0.359284431,0.42313724,655.987473,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.351829826,0.478604858,0.354739851,0.451610157,655.995811,8338,69.1,0,0
999,1,4,1,1,2.000500035,0.351178582,0.502129486,0.357695921,0.438852878,656.00414,8329,69.1,0,0
999,1,4,1,1,2.000500035,0.350758601,0.521410431,0.35872732,0.432547309,656.012471,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.352191319,0.53478667,0.355020697,0.467735626,656.020804,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.350378511,0.525006605,0.361371754,0.414889814,656.029139,8335,69.1,0,0
999,1,4,1,1,2.000500035,0.349479537,0.533301798,0.357292635,0.476296791,656.037468,8329,69.1,0,0
999,1,4,1,1,2.000500035,0.376333218,0.5021245,0.396622325,0.434550984,656.045802,8334,69.1,0,0
999,1,4,1,1,2.000500035,0.425098966,0.445624854,0.452702284,0.392756711,656.054134,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.462280685,0.401961459,0.478901476,0.400880464,656.06247,8336,69.1,0,0
999,1,4,1,1,2.000500035,0.488216923,0.402664759,0.508429799,0.392649515,656.070801,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.485137442,0.439431305,0.497737646,0.37481664,656.07913,8329,69.1,0,0
999,1,4,1,1,2.000500035,0.478433914,0.415634303,0.492424332,0.384179951,656.087463,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.486856489,0.394885165,0.496750345,0.37828811,656.095794,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.488107399,0.397732145,0.493599816,0.379533122,656.104125,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.490214507,0.384830314,0.49587491,0.390940408,656.11246,8335,69.1,0,0
999,1,4,1,1,2.000500035,0.490604024,0.389515235,0.49770105,0.395690086,656.120796,8336,69.1,0,0
999,1,4,1,1,2.000500035,0.487344788,0.395098446,0.497758005,0.390808742,656.129125,8329,69.1,0,0
999,1,4,1,1,2.000500035,0.488047161,0.393913378,0.497088474,0.368928547,656.137456,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.484400306,0.383966621,0.49694114,0.354248583,656.145793,8337,69.1,0,0
999,1,4,1,1,2.000500035,0.488818298,0.394443031,0.493943206,0.36824491,656.15412,8327,69.1,0,0
999,1,4,1,1,2.000500035,0.487115254,0.419458838,0.493740276,0.383336377,656.162453,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.488461451,0.384580986,0.495049039,0.387372343,656.170792,8339,69.1,0,0
999,1,4,1,1,2.000500035,0.489799233,0.402422361,0.49645674,0.385067667,656.17912,8328,69.1,0,0
999,1,4,1,1,2.000500035,0.486803358,0.402152973,0.497379109,0.369315452,656.187452,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.487621906,0.3953735,0.498694385,0.395806675,656.19578,8328,69.1,0,0
999,1,4,1,1,2.000500035,0.484598581,0.429949418,0.497357949,0.390161429,656.204116,8336,69.1,0,0
999,1,4,1,1,2.000500035,0.483547643,0.442553936,0.495800374,0.38542522,656.212451,8335,69.1,0,0
999,1,4,1,1,2.000500035,0.487834423,0.391138354,0.496601817,0.367904687,656.220782,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.490277559,0.377085446,0.493856394,0.387982602,656.229114,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.488477353,0.410225129,0.500831869,0.388158323,656.237449,8335,69.1,0,0
999,1,4,1,1,2.000500035,0.486047619,0.400506222,0.499826467,0.355323447,656.245777,8328,69.1,0,0
999,1,4,1,1,2.000500035,0.482254188,0.372715397,0.493579518,0.362978607,656.25411,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.481752533,0.324226463,0.493300714,0.32948468,656.262444,8334,69.1,0,0
999,1,4,1,1,2.000500035,0.476752993,0.328868992,0.482009741,0.315585139,656.27077,8326,69.1,0,0
999,1,4,1,1,2.000500035,0.47373843,0.335040504,0.483647237,0.320369671,656.27911,8340,69.2,0,0
999,1,4,1,1,2.000500035,0.476744478,0.346225228,0.4869047,0.318556759,656.287441,8331,69.2,0,0
999,1,4,1,1,2.000500035,0.478625818,0.328885709,0.482141648,0.329193744,656.295775,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.478619224,0.327317777,0.488093326,0.326090197,656.304106,8331,69.2,0,0
999,1,4,1,1,2.000500035,0.474393966,0.322502459,0.482354787,0.323077862,656.31244,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.476787754,0.327065462,0.482419622,0.328418021,656.32077,8330,69.2,0,0
999,1,4,1,1,2.000500035,0.47651563,0.323163164,0.487415466,0.323343895,656.329099,8329,69.2,0,0
999,1,4,1,1,2.000500035,0.474438749,0.336976102,0.485822114,0.333907803,656.345766,16667,69.2,0,0
999,1,4,1,1,2.000500035,0.476094929,0.331764646,0.482882157,0.318658071,656.354103,8337,69.2,0,0
999,1,4,1,1,2.000500035,0.476142139,0.34020086,0.485526918,0.321623035,656.36243,8327,69.2,0,0
999,1,4,1,1,2.000500035,0.479686581,0.324716384,0.485993685,0.327325457,656.370758,8328,69.2,0,0
999,1,4,1,1,2.000500035,0.47492056,0.340986592,0.481649544,0.331662886,656.379095,8337,69.2,0,0
999,1,4,1,1,2.000500035,0.474005416,0.341973633,0.482280995,0.322486727,656.387429,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.476225416,0.334020786,0.484550856,0.320545443,656.395761,8332,69.2,0,0
999,1,4,1,1,2.000500035,0.477781174,0.331260184,0.487094962,0.353619181,656.404095,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.483462296,0.334508328,0.487242982,0.348042145,656.412424,8329,69.2,0,0
999,1,4,1,1,2.000500035,0.477972711,0.343689394,0.482014259,0.351205342,656.420758,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.478997372,0.342428099,0.485160689,0.33600537,656.429086,8328,69.2,0,0
999,1,4,1,1,2.000500035,0.476920115,0.338609885,0.483825952,0.326037233,656.437423,8337,69.2,0,0
999,1,4,1,1,2.000500035,0.470981929,0.33382917,0.481824042,0.335376286,656.445755,8332,69.2,0,0
999,1,4,1,1,2.000500035,0.451125199,0.299988449,0.465347213,0.296648515,656.45409,8335,69.2,0,0
999,1,4,1,1,2.000500035,0.450768428,0.275532767,0.45498093,0.260055109,656.47075,16660,69.2,0,0
999,1,4,1,1,2.000500035,0.454304237,0.279361144,0.452963135,0.266829471,656.479084,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.457321541,0.278038149,0.453137339,0.265446731,656.487416,8332,69.2,0,0
999,1,4,1,1,2.000500035,0.452924976,0.273854603,0.453228763,0.271227382,656.495745,8329,69.2,0,0
999,1,4,1,1,2.000500035,0.454568906,0.270679923,0.455377408,0.268730773,656.504083,8338,69.2,0,0
999,1,4,1,1,2.000500035,0.454375664,0.268020906,0.456206126,0.261193876,656.512417,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.451809302,0.270957259,0.45462994,0.269346483,656.520744,8327,69.2,0,0
999,1,4,1,1,2.000500035,0.454073926,0.271059986,0.453137027,0.271619934,656.529078,8334,69.2,0,0
999,1,4,1,1,2.000500035,0.455615193,0.27515355,0.455815079,0.276640253,656.537413,8335,69.1,0,0
999,1,4,1,1,2.000500035,0.453039412,0.268620614,0.454284204,0.265961072,656.545741,8328,69.1,0,0
999,1,4,1,1,2.000500035,0.452153634,0.267963559,0.453316413,0.277484263,656.554078,8337,69.1,0,0
999,1,4,1,1,2.000500035,0.449696865,0.277870467,0.45475487,0.274293701,656.562407,8329,69.1,0,0
999,1,4,1,1,2.000500035,0.456222996,0.277019586,0.456732527,0.280437731,656.57075,8343,69.1,0,0
999,1,4,1,1,2.000500035,0.453825601,0.275253486,0.453063548,0.27910676,656.579071,8321,69.1,0,0
999,1,4,1,1,2.000500035,0.452648545,0.278620262,0.45576318,0.281000914,656.587403,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.457165099,0.270973119,0.449556447,0.277591644,656.595735,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.456473929,0.269896425,0.455390632,0.285216336,656.604066,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.453496779,0.269890302,0.453858633,0.267981838,656.612398,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.454458398,0.275989803,0.456829144,0.288650274,656.62073,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.452576808,0.277985879,0.454248773,0.271537043,656.629068,8338,69.1,0,0
999,1,4,1,1,2.000500035,0.452453438,0.275793213,0.455534471,0.286064575,656.637396,8328,69.1,0,0
999,1,4,1,1,2.000500035,0.451153278,0.268199279,0.453897094,0.273329661,656.645729,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.451073505,0.285523621,0.45484153,0.274608139,656.654062,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.450600603,0.278076881,0.451301755,0.270394756,656.662394,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.452370123,0.282799084,0.456823025,0.268477048,656.670725,8331,69.1,0,0
999,1,4,1,1,2.000500035,0.468015013,0.240992013,0.476779542,0.242104307,656.679065,8340,69.1,0,0
999,1,4,1,1,2.000500035,0.47830967,0.233987057,0.478211949,0.243703269,656.68739,8325,69.1,0,0
999,1,4,1,1,2.000500035,0.478384357,0.232131358,0.483195366,0.228015078,656.695727,8337,69.1,0,0
999,1,4,1,1,2.000500035,0.481016661,0.239834655,0.483267282,0.237130412,656.704055,8328,69.1,0,0
999,1,4,1,1,2.000500035,0.478704655,0.229802115,0.479719901,0.239229332,656.712389,8334,69.1,0,0
999,1,4,1,1,2.000500035,0.477451747,0.232115145,0.482844433,0.231753202,656.720721,8332,69,0,0
999,1,4,1,1,2.000500035,0.47768659,0.233626967,0.481445707,0.240595197,656.729055,8334,69,0,0
999,1,4,1,1,2.000500035,0.481160268,0.243551038,0.482334646,0.245319356,656.737385,8330,69,0,0
999,1,4,1,1,2.000500035,0.482465943,0.24405863,0.480175741,0.23432275,656.74572,8335,69,0,0
999,1,4,1,1,2.000500035,0.480053937,0.244211861,0.484071022,0.237048315,656.75405,8330,69,0,0
999,1,4,1,1,2.000500035,0.481129768,0.238777001,0.480584581,0.229592773,656.762387,8337,69,0,0
999,1,4,1,1,2.000500035,0.481561681,0.238966736,0.484321898,0.238140443,656.770714,8327,69,0,0
999,1,4,1,1,2.000500035,0.482681334,0.238917339,0.482283782,0.244388235,656.779046,8332,69,0,0
999,1,4,1,1,2.000500035,0.481678314,0.238465951,0.484316433,0.245308112,656.787378,8332,69,0,0
999,1,4,1,1,2.000500035,0.481191494,0.235856623,0.481805657,0.233504715,656.79571,8332,69,0,0
999,1,4,1,1,2.000500035,0.480241826,0.235693723,0.481268429,0.244045288,656.804042,8332,69,0,0
999,1,4,1,1,2.000500035,0.481887892,0.238501144,0.482846248,0.254309595,656.812375,8333,69,0,0
999,1,4,1,1,2.000500035,0.480380866,0.24473556,0.478517687,0.23717063,656.820707,8332,69,0,0
999,1,4,1,1,2.000500035,0.480106845,0.237165702,0.483411111,0.240867773,656.829038,8331,69,0,0
999,1,4,1,1,2.000500035,0.482239159,0.235817916,0.483169673,0.237570271,656.837371,8333,69,0,0
999,1,4,1,1,2.000500035,0.479064647,0.240951166,0.48324958,0.235540199,656.845705,8334,69,0,0
999,1,4,1,1,2.000500035,0.47996019,0.235741754,0.481642616,0.247150304,656.854039,8334,69,0,0
999,1,4,1,1,2.000500035,0.480408668,0.239019399,0.484473227,0.244338955,656.862371,8332,69,0,0
999,1,4,1,1,2.000500035,0.479014776,0.240827807,0.484874083,0.247014347,656.870701,8330,69,0,0
999,1,4,1,1,2.000500035,0.480629134,0.240958702,0.480821922,0.238709197,656.879037,8336,69,0,0
999,1,4,1,1,2.000500035,0.479862913,0.238621275,0.483803672,0.241387236,656.887372,8335,69,0,0
999,1,4,1,1,2.000500035,0.481796242,0.242897446,0.484314319,0.24893773,656.895699,8327,69,0,0
999,1,4,1,1,2.000500035,0.482550944,0.245068469,0.483643944,0.252463906,656.904031,8332,69,0,0
999,1,4,1,1,2.000500035,0.480913742,0.243940754,0.484254854,0.242836924,656.912363,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.481882288,0.236825556,0.483851568,0.227034474,656.920695,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.479603638,0.239445343,0.485862854,0.246618745,656.929027,8332,69.1,0,0
999,1,4,1,1,2.000500035,0.480870715,0.233022392,0.484968967,0.248907497,656.93736,8333,69.1,0,0
999,1,4,1,1,2.000500035,0.482281448,0.235741372,0.480463076,0.238209148,656.945694,8334,69.1,0,0
999,1,6,3,1,3.00060308,0.488069532,0.592607074,0.50581461,0.524834901,657.937241,NaN,68.8,0,0
999,1,6,3,1,3.00060308,0.490686778,0.599209494,0.507669734,0.475499669,657.945574,8333,68.8,0,0
999,1,6,3,1,3.00060308,0.488975208,0.595513478,0.498698863,0.542804161,657.953906,8332,68.8,0,0
999,1,6,3,1,3.00060308,0.490044664,0.59950983,0.510435261,0.472786974,657.96224,8334,68.7,0,0
999,1,6,3,1,3.00060308,0.49059126,0.552813914,0.498118691,0.549769083,657.970571,8331,68.7,0,0
999,1,6,3,1,3.00060308,0.491724798,0.596287017,0.498242804,0.588162001,657.978902,8331,68.7,0,0
999,1,6,3,1,3.00060308,0.491603069,0.572922519,0.501852322,0.479769367,657.987243,8341,68.7,0,0
999,1,6,3,1,3.00060308,0.48809721,0.512475525,0.500958188,0.527001405,657.995567,8324,68.8,0,0
999,1,6,3,1,3.00060308,0.490220159,0.479951213,0.500533384,0.472561647,658.0039,8333,68.8,0,0
999,1,6,3,1,3.00060308,0.493468837,0.496573078,0.501859315,0.501188317,658.01223,8330,68.8,0,0
999,1,6,3,1,3.00060308,0.494664775,0.468846726,0.502033973,0.501261277,658.020562,8332,68.8,0,0
