"trialCode","trialNo","stimFile","imgClock"
2,124,"EmptyImageryBox.tiff","10_aClock_a2.tiff"
1,125,"4_aClock_a6.tiff",
0,126,"fixCross.tiff",
0,127,"fixCross.tiff",
0,128,"fixCross.tiff",
1,129,"10_aClock_a5.tiff",
2,130,"EmptyImageryBox.tiff","10_aClock_a5.tiff"
2,131,"EmptyImageryBox.tiff","10_aClock_a5.tiff"
0,132,"fixCross.tiff",
1,133,"1_aClock_a2.tiff",
2,134,"EmptyImageryBox.tiff","1_aClock_a2.tiff"
0,135,"fixCross.tiff",
1,136,"8_aClock_a1.tiff",
