"trialCode","trialNo","stimFile","imgClock"
3,46,"8_d12Clock_a1.tiff",
3,47,"1_d12Clock_a2.tiff",
4,48,"EmptyImageryBox.tiff","1_d12Clock_a2.tiff"
4,49,"EmptyImageryBox.tiff","1_d12Clock_a2.tiff"
0,50,"fixCross.tiff",
0,51,"fixCross.tiff",
3,52,"7_d12Clock_a1.tiff",
3,53,"5_d12Clock_a3.tiff",
4,54,"EmptyImageryBox.tiff","5_d12Clock_a3.tiff"
0,55,"fixCross.tiff",
4,56,"EmptyImageryBox.tiff","5_d12Clock_a3.tiff"
3,57,"2_d12Clock_a6.tiff",
4,58,"EmptyImageryBox.tiff","2_d12Clock_a6.tiff"
3,59,"1_d12Clock_a3.tiff",
3,60,"8_d12Clock_a2.tiff",
0,61,"fixCross.tiff",
3,62,"10_d12Clock_a3.tiff",
3,63,"9_d12Clock_a1.tiff",
0,64,"fixCross.tiff",
3,65,"9_d12Clock_a4.tiff",
0,66,"fixCross.tiff",
0,67,"fixCross.tiff",
0,68,"fixCross.tiff",
0,69,"fixCross.tiff",
0,70,"fixCross.tiff",
0,71,"fixCross.tiff",
5,72,"8_aClock_a1.tiff",
1,73,"1_aClock_a3.tiff",
1,74,"4_aClock_a3.tiff",
1,75,"7_aClock_a4.tiff",
2,76,"EmptyImageryBox.tiff","7_aClock_a4.tiff"
0,77,"fixCross.tiff",
2,78,"EmptyImageryBox.tiff","7_aClock_a4.tiff"
2,79,"EmptyImageryBox.tiff","7_aClock_a4.tiff"
1,80,"2_aClock_a4.tiff",
1,81,"3_aClock_a4.tiff",
0,82,"fixCross.tiff",
1,83,"4_aClock_a6.tiff",
1,84,"4_aClock_a4.tiff",
2,85,"EmptyImageryBox.tiff","4_aClock_a4.tiff"
0,86,"fixCross.tiff",
1,87,"3_aClock_a2.tiff",
1,88,"6_aClock_a5.tiff",
0,89,"fixCross.tiff",
2,90,"EmptyImageryBox.tiff","6_aClock_a5.tiff"
1,91,"1_aClock_a5.tiff",
0,92,"fixCross.tiff",
0,93,"fixCross.tiff",
0,94,"fixCross.tiff",
1,95,"2_aClock_a2.tiff",
1,96,"5_aClock_a3.tiff",
0,97,"fixCross.tiff",
2,98,"EmptyImageryBox.tiff","5_aClock_a3.tiff"
1,99,"9_aClock_a1.tiff",
1,100,"2_aClock_a1.tiff",
2,101,"EmptyImageryBox.tiff","2_aClock_a1.tiff"
0,102,"fixCross.tiff",
2,103,"EmptyImageryBox.tiff","2_aClock_a1.tiff"
0,104,"fixCross.tiff",
0,105,"fixCross.tiff",
2,106,"EmptyImageryBox.tiff","2_aClock_a1.tiff"
1,107,"3_aClock_a1.tiff",
1,108,"2_aClock_a6.tiff",
2,109,"EmptyImageryBox.tiff","2_aClock_a6.tiff"
2,110,"EmptyImageryBox.tiff","2_aClock_a6.tiff"
1,111,"5_aClock_a6.tiff",
2,112,"EmptyImageryBox.tiff","5_aClock_a6.tiff"
1,113,"7_aClock_a1.tiff",
1,114,"7_aClock_a6.tiff",
1,115,"8_aClock_a5.tiff",
0,116,"fixCross.tiff",
0,117,"fixCross.tiff",
0,118,"fixCross.tiff",
1,119,"4_aClock_a1.tiff",
1,120,"3_aClock_a5.tiff",
1,121,"8_aClock_a4.tiff",
0,122,"fixCross.tiff",
1,123,"8_aClock_a2.tiff",
1,124,"5_aClock_a5.tiff",
2,125,"EmptyImageryBox.tiff","5_aClock_a5.tiff"
1,126,"9_aClock_a6.tiff",
2,127,"EmptyImageryBox.tiff","9_aClock_a6.tiff"
0,128,"fixCross.tiff",
2,129,"EmptyImageryBox.tiff","9_aClock_a6.tiff"
2,130,"EmptyImageryBox.tiff","9_aClock_a6.tiff"
2,131,"EmptyImageryBox.tiff","9_aClock_a6.tiff"
1,132,"9_aClock_a2.tiff",
1,133,"7_aClock_a3.tiff",
1,134,"10_aClock_a2.tiff",
2,135,"EmptyImageryBox.tiff","10_aClock_a2.tiff"
1,136,"9_aClock_a4.tiff",
